FOR_Fields_Key,FOR_Field,FOR_Description,FOR_Fields_Time
082bc09c51414dfd447db80b75a792ec,420205,Epidemiological modelling,2024-07-10
22ac4aa6c03b10b37884f5d22419edca,420206,Forensic epidemiology,2024-07-10
83437d1a9d97a758b384a70552a75667,420207,Major global burdens of disease,2024-07-10
04e750eb4439cda58aa92c934d11949d,420208,Nutritional epidemiology,2024-07-10
c3ff59161494001c4c35e89e986110d2,420209,Occupational epidemiology,2024-07-10
f4feb2787bce012b2008653c82b197d2,420210,Social epidemiology,2024-07-10
979c1223a5eb723756cb7409c259ac50,420299,Epidemiology not elsewhere classified,2024-07-10
6691e8e7944aa0983ae1f286b72b71d4,420301,Aged health care,2024-07-10
0af808d5b3c84b4286d6bfdcac6f3480,420302,Digital health,2024-07-10
334dfcb68de48abb6b44320c8226ade8,420303,Family care,2024-07-10
460315687335e84215aab85c6ef0ed3f,420304,General practice,2024-07-10
2582ef8055530d12b4e6ff2d80b75786,420305,Health and community services,2024-07-10
5e28631ef2724b23f2e06ed117c6bcbd,420306,Health care administration,2024-07-10
7c60762aa0025441fade061e2f02523b,420307,Health counselling,2024-07-10
65d5599efba300b01e320f209e2b56f2,420308,Health informatics and information systems,2024-07-10
90a64dd3bdbf0083ffc308989c5b0d79,420309,Health management,2024-07-10
55b1400988fd36ce00f7ea038065dad3,420310,Health surveillance,2024-07-10
7b35afb444621172e1754c2556d39c25,420311,Health systems,2024-07-10
575db5b73caa266c45fee72c950851fc,420312,Implementation science and evaluation,2024-07-10
d5291506e7ee35a2c9823ada54ce5f06,420313,Mental health services,2024-07-10
2539adde513a5614e3526647ae3a0f3a,420314,Multimorbidity,2024-07-10
4dd476752347abb930493ccc448336a3,420315,One health,2024-07-10
246e9de2598a1ce3e1e36161af9809f5,420316,Palliative care,2024-07-10
1d9d1351aa0c37b445e677c6a9c25bc4,420317,Patient safety,2024-07-10
ac401fab634e73e398342c053a124485,420318,People with disability,2024-07-10
e1a650aa19e4c4f2331e85f7119f16e9,420319,Primary health care,2024-07-10
7459cb70a1ede4227e5387c355291bc3,420320,Residential client care,2024-07-10
df8977240a6e4dd64ee9f85572921193,420321,Rural and remote health services,2024-07-10
dea258ec212df26f9dde10f13731e37a,420399,Health services and systems not elsewhere classified,2024-07-10
3152972227bedc7478ffc4979056c9c3,420401,Clinical midwifery,2024-07-10
9999df5abc338a3c633c9dd9179e6867,420402,Models of care and place of birth,2024-07-10
a9f1649b45235dea35e9e10e722681b8,420403,Psychosocial aspects of childbirth and perinatal mental health,2024-07-10
1c617b90a52f10ec179ac7291999d216,420499,Midwifery not elsewhere classified,2024-07-10
d8da94864de0e061dcff56af6971dea4,420501,Acute care,2024-07-10
c9ef7fa4fe2d48c298ef91716940c9f0,420502,Aged care nursing,2024-07-10
e5b351e9d12ddeebb45b99c8b541ce2b,420503,Community and primary care,2024-07-10
6582d208be768718bdec296ec836e003,420504,Mental health nursing,2024-07-10
ffe99c1281934cdb4f1de9a44c8ea757,420505,Nursing workforce,2024-07-10
8639215ff2910b226c8164b6b02669fc,420506,Sub-acute care,2024-07-10
9c9b898d723fdcf7b2472e44e38e5656,420599,Nursing not elsewhere classified,2024-07-10
249ce7d18be319cfa79fe63aad7e5bf5,420601,Community child health,2024-07-10
d1b127512c22ab8685aca724d0285e15,420602,Health equity,2024-07-10
82cf65b0826fbd61a2ab6ccf8af64e4b,420603,Health promotion,2024-07-10
36b06e19476a1e7cc4f42287460194e8,420604,Injury prevention,2024-07-10
4b148cade253d6b5016cd7bfd1a6d96a,420605,Preventative health care,2024-07-10
fe596bae82b8d472f0dd6ceb2907115b,420606,Social determinants of health,2024-07-10
5a87d68c0a90f5aaee6b7758e75beb83,420699,Public health not elsewhere classified,2024-07-10
2aa1225055f6de37303bed5984e94ffb,420701,Biomechanics,2024-07-10
12bb7205945d832d1680fcae6fb41d20,420702,Exercise physiology,2024-07-10
3c76ab8915b7a904882dc9ff937a0a6e,420703,Motor control,2024-07-10
f4b008ccd27faff72dd2e6521d92909f,420799,Sports science and exercise not elsewhere classified,2024-07-10
08876dc8b1b472d9b1336a1b0b247331,420801,Chiropractic,2024-07-10
9c379c325a34b452cb43aab57c041054,420802,Naturopathy,2024-07-10
b3c6295081f02c3890520c1e66a17be5,420803,Traditional Chinese medicine and treatments,2024-07-10
30107ff09a482595634228dbe7603dcc,420899,"Traditional, complementary and integrative medicine not elsewhere classified",2024-07-10
cfa3199854719eeef5bb18a27c25c223,429999,Other health sciences not elsewhere classified,2024-07-10
e1a8fb861203737e90de5f2c3027d47e,430101,Archaeological science,2024-07-10
d032c2733dbe2634f145f4f920d8c656,430102,"Archaeology of Asia, Africa and the Americas",2024-07-10
33171a780c16a3df9bed1a46ccf982ab,430103,Archaeology of Australia (excl. Aboriginal and Torres Strait Islander),2024-07-10
af693fccbbc3d9c4955cf578efe27409,430104,"Archaeology of Europe, the Mediterranean and the Levant",2024-07-10
eae4abdeee36365971bb9bf5cef09710,430105,Archaeology of New Zealand (excl. Māori),2024-07-10
046d00f16764fd7e1d8b03664a3c7e69,430106,Digital archaeology,2024-07-10
108cf4124b7cb259bbb6f92a60f69474,430107,Historical archaeology (incl. industrial archaeology),2024-07-10
d2cddbf611705387f7386c8b1a67f29c,430108,Maritime archaeology,2024-07-10
4b9e31854c17ebc927e3924723b885d8,430199,Archaeology not elsewhere classified,2024-07-10
9b265fdfc7880e370c421b7f1c1f2d70,430201,"Archival, repository and related studies",2024-07-10
9604d48310c2e2b57f26f64dfdccf29b,430202,"Critical heritage, museum and archive studies",2024-07-10
e8ad5cf7d47ddc3ee01ee5fd15025073,430203,Cultural heritage management (incl. world heritage),2024-07-10
1af4d75f6aa345536bdcf04b7b8be96d,430204,Digital heritage,2024-07-10
1985e53212e24fd3fab4a618501e90a8,430205,Heritage and cultural conservation,2024-07-10
043aa25c3ca2f55db5b001ebffcfd0f8,430206,Heritage collections and interpretations,2024-07-10
16ff70e3a96f1eac9c5e0b7cb207116c,430207,"Heritage tourism, visitor and audience studies",2024-07-10
bd853146ee9ccb8fdcd5d4ecfffcc1e3,430208,Intangible heritage,2024-07-10
683e6faf229d16df898bf9bd0716ab0a,430209,Materials conservation,2024-07-10
7e9b7b1da7b84b94dc52ca8a470141bc,430299,"Heritage, archive and museum studies not elsewhere classified",2024-07-10
2bb740429372204546508e47396ee5ac,430301,Asian history,2024-07-10
59ed152e8e41e26fdba313fb0db88e05,430302,Australian history,2024-07-10
431e9bda75a4309a0b0c72d1888c7076,430303,Biography,2024-07-10
cbd42e76048411e32db1d9484038fef4,430304,British history,2024-07-10
a8636c8c98ab1e9a333d38b38d543a15,430305,Classical Greek and Roman history,2024-07-10
64cc4075d446fe95562131dc48c746f5,430306,Digital history,2024-07-10
f9ce45139e3f3762ce8d596d7228c044,430307,Environmental history,2024-07-10
a4e5b88d4553498c84a69e571f759981,430308,"European history (excl. British, classical Greek and Roman)",2024-07-10
04e47d4ad061931aaa71248f19255329,430309,Gender history,2024-07-10
8d58871b71c672fa9ed409b6d5dfac53,430310,Global and world history,2024-07-10
1968cb8a91ab66dfb4b63a9126e6ed8c,430311,Historical studies of crime,2024-07-10
86832b2b165de7a0638969b524f29a98,430312,Histories of race,2024-07-10
3da9389222e13a2d343cfcfa9df86536,430313,"History of empires, imperialism and colonialism",2024-07-10
aba953fbe62116d5bd59f1409522aa74,430314,History of religion,2024-07-10
f469a3ffa195c18bd82ef53316068799,430315,History of the pacific,2024-07-10
8452f90319cfc2cbb80507d85de9078f,430316,International history,2024-07-10
a3b48ca5cb9c449af1ac6ea24348693a,430317,Latin and South American history,2024-07-10
078d2e1db6bba9b7958dd20b3faf6a39,430318,Middle Eastern and North African history,2024-07-10
d9e5ef47bb952027173f5e6ebcb1877c,430319,Migration history,2024-07-10
ba05853ae06855a1205030cfa9fb998e,430320,New Zealand history,2024-07-10
271c9c59de70baaad5cb1b6e37ac8df7,430321,North American history,2024-07-10
9478a3b77ef86fadd3459c547fe73785,430322,Sub-Saharan African history,2024-07-10
3812fbd7c4d621a545368f258ac1c302,430323,Transnational history,2024-07-10
dbe7b085a432fc085a0a138110435cd6,430399,Historical studies not elsewhere classified,2024-07-10
2f77b984d5d08d62460bceef98e4557d,439999,"Other history, heritage and archaeology not elsewhere classified",2024-07-10
52cbb5dbb41a50faf776f1a19ba39402,440101,Anthropology of development,2024-07-10
266efa12cefc1dea6dcf709a62684bf0,440102,Anthropology of gender and sexuality,2024-07-10
988e880ca74d2d0d2ff1f6c712e1efde,440103,Biological (physical) anthropology,2024-07-10
927336a471d766bae095db011a47a91a,440104,Environmental anthropology,2024-07-10
815aab54890e67aaf0ce32f1df4abc9f,440105,Linguistic anthropology,2024-07-10
a101b3513cb5bfe04fc477c000879bbc,440106,Medical anthropology,2024-07-10
f53bf18b36c3cecacc032a3bff1fbfa9,440107,Social and cultural anthropology,2024-07-10
836dad2df186034e065592518c6e39c0,440199,Anthropology not elsewhere classified,2024-07-10
8ac44d586c7ef81385a6de9a456ef1d9,440201,Causes and prevention of crime,2024-07-10
af2c42f43aa0210491eafc4981333a03,440202,"Correctional theory, offender treatment and rehabilitation",2024-07-10
34e14de7a374ed14185fa8e81a5ebb1f,440203,Courts and sentencing,2024-07-10
ea6613d4e0136f2dcaf7097f6e7c6185,440204,Crime and social justice,2024-07-10
e316c93fc01271b2456545318209bf8a,440205,Criminological theories,2024-07-10
c58cdbc0c654085ab0a750cc92dc09a2,440206,Critical approaches to crime,2024-07-10
d0cc86144f9c35be827c4f6c9f5ef891,440207,Cybercrime,2024-07-10
5563db01e6593e65bc2e995cf0d3b994,440208,Environmental crime,2024-07-10
6b247157d41ae389fdae3734cace3ec5,440209,Gender and crime,2024-07-10
92d2ea21469c98843a7d1661ec845300,440210,Organised crime,2024-07-10
b375634065f0c4a64e9d5dcd0c14b5af,440211,"Police administration, procedures and practice",2024-07-10
95b1d14e1f4582c1ee4a2044917ce404,440212,Private policing and security services,2024-07-10
205dcbf409b54425cc49e1cb8497dd34,440213,Race/ethnicity and crime,2024-07-10
320285e088e9f1f14fc8021bfe378788,440214,Sociological studies of crime,2024-07-10
76e82cbce9c70511b334b9c515d5d02f,440215,State crime,2024-07-10
7d563a4974aaa4ccd0558592bc21c263,440216,"Technology, crime and surveillance",2024-07-10
cf1bf49f7229c883d8f30a33b1f5a1e4,440217,Terrorism,2024-07-10
0e493b23e28d9e5656c68cea8d8af2ae,440218,Victims,2024-07-10
61ddae11a950c4b4a52a0b0d3343c4d3,440219,White collar crime,2024-07-10
6f7755e830303f43cbc7b09b964e9e13,440299,Criminology not elsewhere classified,2024-07-10
45a238d425a2611c60fea0b8fedf4cbf,440301,Family and household studies,2024-07-10
a07caf12fe3c91dfa8dd766af89eb11f,440302,Fertility,2024-07-10
bbf9ac3b6327fec36ac69834a3f99311,440303,Migration,2024-07-10
207c3b33fe763dfc37282597192f920d,440304,Mortality,2024-07-10
dd081a60415becdd08808152785c9e34,440305,Population trends and policies,2024-07-10
ce617046265dec49ac4ec2aa3841f23d,440399,Demography not elsewhere classified,2024-07-10
2f5a76512769fa3e519911322b25f2f0,440401,Development cooperation,2024-07-10
bbc8b06e34f702f750aea7809f2d4164,440402,"Humanitarian disasters, conflict and peacebuilding",2024-07-10
533e301a5b8ab332bbca7a39b2a81c2e,440403,"Labour, migration and development",2024-07-10
f8f864fb61a5f4b95803248545a54688,440404,Political economy and social change,2024-07-10
f2af0c1a822ac2e698ce2493de2d103f,440405,"Poverty, inclusivity and wellbeing",2024-07-10
3945e39d0e362353ebae9b12cb5876ae,440406,Rural community development,2024-07-10
c1277a7f3372d87284affad88cbeb6f1,440407,Socio-economic development,2024-07-10
e602e6b07f307881be075bf3ae91cd45,440408,Urban community development,2024-07-10
93be34b0dcd7ad57b05bf824c284d98c,440499,Development studies not elsewhere classified,2024-07-10
07481a9c3ce85cbaa1ecad4cee67a523,440501,Feminist and queer theory,2024-07-10
09a0b5c13b837416834c2bad3feea995,440502,Feminist methodologies,2024-07-10
88afea61053c4422eae951ab57c47f42,440503,Feminist theory,2024-07-10
e20a3f876a16d24977ad6f5ee5660a2b,440504,Gender relations,2024-07-10
8841fabcfc81f06cb85f81432583dd06,440505,Intersectional studies,2024-07-10
f1f5092ce1fb7ae6ce02c43b25a860fb,440506,Sexualities,2024-07-10
c09ebb3a84b9009a4b9d883354abe582,440507,Studies of men and masculinities,2024-07-10
f0ea98c9d1ef9240a12de0ec97f2a26b,440508,Transgender studies,2024-07-10
191db80679509fce60725e7543e793e2,440509,Women's studies (incl. girls' studies),2024-07-10
cbf5e4400295ab9f47d4246ec24d6cbd,440599,Gender studies not elsewhere classified,2024-07-10
ef24b2bc5954b369a78c0bc856b31d1f,440601,Cultural geography,2024-07-10
39191747d2a1875320e190e29c8d9cbf,440602,Development geography,2024-07-10
3b0827743ff1143f14f13c83ce07f9b9,440603,Economic geography,2024-07-10
74e2cd6ef402f63901c2d66804dc75ae,440604,Environmental geography,2024-07-10
1add7c85763d4093d3305d4c7a6d8144,440605,Health geography,2024-07-10
a9b5f0db45b5259154118ce75caef12d,440606,Political geography,2024-07-10
f811fcb68758cc280d90f60236bfa5f8,440607,Population geography,2024-07-10
336b7d84064e1bc5e2b59a62fad5558c,440608,"Recreation, leisure and tourism geography",2024-07-10
a0784ad0bd6f0e44df0ad240adeb43ee,440609,Rural and regional geography,2024-07-10
c9fd98ea88d59fde3cf8716b01a79bd4,440610,Social geography,2024-07-10
6081f966e2ebe47d360301cd53b61dc0,440611,Transport geography,2024-07-10
789b4d3f4eaa04670442e743563e8411,440612,Urban geography,2024-07-10
e8c4f56b857fc08076e891645b0a8090,440699,Human geography not elsewhere classified,2024-07-10
3d0f38dd79fb42ccdd759eab471da7a0,440701,Communications and media policy,2024-07-10
d67bc4fb2c59e40bdb368ed3b0b07e63,440702,Crime policy,2024-07-10
fd9d61e6d8aa0c72fe48a1a7c5e1273e,440703,Economic development policy,2024-07-10
95c07fba5c09c37e3856b35317a3875a,440704,Environment policy,2024-07-10
554847b9ed0e77c73d522ff9ce32bb91,440705,"Gender, policy and administration",2024-07-10
e6a2a9527c256e38a7fedf4c6392d05c,440706,Health policy,2024-07-10
10cc95b661072f41781a436a1df382fd,440707,Housing policy,2024-07-10
36ce07f59cf127a3085ccea47287d121,440708,Public administration,2024-07-10
bef327928a8db0da12352d0b7bbafdbf,440709,Public policy,2024-07-10
c7fac560d823ed3f9ac1b6337eaba597,440710,"Research, science and technology policy",2024-07-10
9e01885773e4b212d1d0fbd5aa62651e,440711,Risk policy,2024-07-10
f1c48d8934d2d189e694b6b6c8ec7380,440712,Social policy,2024-07-10
34178a153a32396be066d9e255909458,440713,Tourism policy,2024-07-10
9cbb9e9bda81b3dca9d3e6e266cc232b,440714,Urban policy,2024-07-10
f8117df7c573d394828b67eb98ec226e,440799,Policy and administration not elsewhere classified,2024-07-10
dcfa314df5e22c2fa7a44716b0722938,440801,Australian government and politics,2024-07-10
c9116467e1d8fa710923776d17e73f1e,440802,Citizenship,2024-07-10
fe688e2ab2376a4bd239669b63979b57,440803,Comparative government and politics,2024-07-10
55595fa331e4d1cca8b8d95af84c1bc0,440804,Defence studies,2024-07-10
422ac63766a836e3428ab2e1915b9f5f,440805,Environmental politics,2024-07-10
83ccfbebcf9ee087efbf6f1f1817d923,440806,Gender and politics,2024-07-10
7f587c64cffdb034e96cf851bf22b31e,440807,Government and politics of Asia and the Pacific,2024-07-10
4b5cceefaa24159513fecdd7ad4f04b0,440808,International relations,2024-07-10
8fd3f91be9c9107cf338bfa741db547b,440809,New Zealand government and politics,2024-07-10
82fe4e87540ab8abeee486017c8f5c9d,440810,Peace studies,2024-07-10
d7bf919dd6b74980038023ec98b227e6,440811,Political theory and political philosophy,2024-07-10
ba14d312a76096cfc4852e6ff6a2f771,440899,Political science not elsewhere classified,2024-07-10
2bb97cadb454da9c98c841b5d038b1a3,440901,Clinical social work practice,2024-07-10
76b309a2481955ed04a699ffc2966637,440902,"Counselling, wellbeing and community services",2024-07-10
a6c8b5039c73ba828ee7015363841ed4,440903,Social program evaluation,2024-07-10
c7be3e11f854fb02bb73565b51eec3b2,440999,Social work not elsewhere classified,2024-07-10
cd7640bb3c6f0aa9a6e09e599610ea3a,441001,"Applied sociology, program evaluation and social impact assessment",2024-07-10
cad927a8793ecfcf9afbee3c6d4590e7,441002,Environmental sociology,2024-07-10
7bad8a20eae00a58f981cd84c1bb0171,441003,Rural sociology,2024-07-10
6420a7dcd83feedd8d71211381836a6f,441004,Social change,2024-07-10
9c35a1a3e09cb1b0e56376123d3343e9,441005,Social theory,2024-07-10
4f584e9fb73b168321f59f1998a36e0a,441006,Sociological methodology and research methods,2024-07-10
e79381c5f1e8be5ea4895e344bc9f53d,441007,Sociology and social studies of science and technology,2024-07-10
c0aa609c5cb127ae955589b4dab2b24e,441008,Sociology of culture,2024-07-10
76d677a3a47b9ca80bc4322186cd55a5,441009,Sociology of family and relationships,2024-07-10
f76136f76a8698ef0d76c05a198d6938,441010,Sociology of gender,2024-07-10
340820b40fe915893e8396e3f64fff71,441011,Sociology of health,2024-07-10
fe9dd4b4df958be8238781e30abdf557,441012,Sociology of inequalities,2024-07-10
d0bc0c43447830353e622f4ab31273e2,441013,"Sociology of migration, ethnicity and multiculturalism",2024-07-10
b28f23cc5c222fa13e8c051dbf145d7a,441014,Sociology of religion,2024-07-10
9a0f3e4d61cda4bb418e821cc1af9fca,441015,Sociology of the life course,2024-07-10
7e0d808a997bb0fbca279f927a92ba17,441016,Urban sociology and community studies,2024-07-10
7f7247ddadc8e0d5bbc2868d727610c1,441099,Sociology not elsewhere classified,2024-07-10
c08ac04176b26d66f638c4ed57a6242e,449901,Studies of Asian society,2024-07-10
4c0d91fc99502557c4fafcfff499afac,449999,Other human society not elsewhere classified,2024-07-10
b5614a4a395179d575b8487c9eba6060,450101,Aboriginal and Torres Strait Islander archaeology,2024-07-10
ffa5a75bfd08cbe4a6a3b3328d5876ac,450102,Aboriginal and Torres Strait Islander artefacts,2024-07-10
0ccda40bc5f55cd50c17d0c458893c6b,450103,Aboriginal and Torres Strait Islander cultural history,2024-07-10
e2920fe3ffff0bb86597fa53b3375967,450104,Aboriginal and Torres Strait Islander culture,2024-07-10
17bdeb073cbf020103735133de8927f8,450105,"Aboriginal and Torres Strait Islander curatorial, archives and museum studies",2024-07-10
4e6903a170e2552dcc7ebdf8129b3398,450106,Aboriginal and Torres Strait Islander ethics,2024-07-10
e4fa232829b7581b9aef838d8a0730f7,450107,Aboriginal and Torres Strait Islander history,2024-07-10
c01a7f21deb07c75b7fbf89c14a86e19,450108,Aboriginal and Torres Strait Islander linguistics and languages,2024-07-10
37ee30fbddc856c14213c166884bb1c2,450109,"Aboriginal and Torres Strait Islander literature, journalism and professional writing",2024-07-10
fcab26ba32ddc748b831f812145c560d,450110,"Aboriginal and Torres Strait Islander media, film, animation and photography",2024-07-10
77b6ea5dab2f7e5626838a500082d350,450111,Aboriginal and Torres Strait Islander music and performing arts,2024-07-10
4eaa47bf54a9296aa23427ce97bd570a,450112,Aboriginal and Torres Strait Islander philosophy,2024-07-10
13e3c194030553cee12a5e7829e80bba,450113,Aboriginal and Torres Strait Islander religion and religious studies,2024-07-10
d602a264cfb3cc3e12878c9230b27a98,450114,Aboriginal and Torres Strait Islander repatriation,2024-07-10
bc13c5b40031f1a85cc3a969a221285f,450115,Aboriginal and Torres Strait Islander research methods,2024-07-10
094b94a165514f81d3e81eac9e06e420,450116,Aboriginal and Torres Strait Islander visual arts and crafts,2024-07-10
48f14106df3dc5c66ea75288aad4508d,450117,"Aboriginal and Torres Strait Islander ways of knowing, being and doing",2024-07-10
31103140d22dec760e1e8d8cbf515b39,450118,Conservation of Aboriginal and Torres Strait Islander heritage,2024-07-10
da9b44fb41841de2543e8a1db5d90659,450199,"Aboriginal and Torres Strait Islander culture, language and history not elsewhere classified",2024-07-10
025e97d0604fac5f9b246cba3f89a378,450201,Aboriginal and Torres Strait Islander curriculum and pedagogy,2024-07-10
e557518ff3f70d41630cc6b3b7bddfd2,450202,Aboriginal and Torres Strait Islander early childhood education,2024-07-10
742d61b5db0cd11dd7604975070b8f3e,450203,Aboriginal and Torres Strait Islander educational methods,2024-07-10
edeadcfd8ed9b4215bcf86f2ce4d4b12,450204,"Aboriginal and Torres Strait Islander technical, further, continuing and community education",2024-07-10
711825252c4729f4cc98922255dbda4c,450205,Aboriginal and Torres Strait Islander higher education,2024-07-10
f18e7ff277ac5bcdb2e084186d827e19,450206,Aboriginal and Torres Strait Islander language education,2024-07-10
869f670c5381262c0b45d5e1f4a86c0d,450207,Aboriginal and Torres Strait Islander men’s education,2024-07-10
bc3c5b3b875ba3ec81d122e26fcba482,450208,Aboriginal and Torres Strait Islander primary education,2024-07-10
641548b858d555fddea7f997c32fdb8e,450209,Aboriginal and Torres Strait Islander secondary education,2024-07-10
c8db1b2f43751d5dc63a6a9ea1aa04af,450210,Aboriginal and Torres Strait Islander student engagement and teaching,2024-07-10
8da732a9de28bd3b4cbbf5f5dfdc3df0,450211,Aboriginal and Torres Strait Islander women’s education,2024-07-10
5f24005eaab7615f83001a758a23b8fe,450212,Cultural responsiveness and working with Aboriginal and Torres Strait Islander communities education,2024-07-10
485309226d5c266d2bd1675ee548a30e,450213,"Embedding Aboriginal and Torres Strait Islander knowledges, histories, culture, country, perspectives and ethics in education",2024-07-10
bef5ab5a7ca788611b622e27c80a5cdb,450299,Aboriginal and Torres Strait Islander education not elsewhere classified,2024-07-10
fb0d0577b576512aefa41babd6d29f9f,450301,Aboriginal and Torres Strait Islander agriculture and forestry,2024-07-10
fb900ec217f36927c7ba652042148331,450302,Aboriginal and Torres Strait Islander earth sciences,2024-07-10
54c1623c746e8491f5784ff7f158a031,450303,Aboriginal and Torres Strait Islander environmental conservation,2024-07-10
cbd7c044802f07a826abd2eff68d73da,450304,Aboriginal and Torres Strait Islander environmental knowledges,2024-07-10
dd1f6b0d695ea9f97da90b5cfd8fed06,450305,Aboriginal and Torres Strait Islander fisheries and customary fisheries,2024-07-10
a8683363cec4e81bc5fa4b8e64216e5e,450306,Aboriginal and Torres Strait Islander land and water management,2024-07-10
bfa7a9b76a62b565a76048a353dccf7d,450307,Aboriginal and Torres Strait Islander marine environment science,2024-07-10
4b01b0259811ad01527d9b89005be081,450399,Aboriginal and Torres Strait Islander environmental knowledges and management not elsewhere classified,2024-07-10
ac86f5ba1983d6a4860d0c22ee2a7679,450401,Aboriginal and Torres Strait Islander and disability,2024-07-10
313acd304aa9729b09b08dcb831f43c7,450402,Aboriginal and Torres Strait Islander biomedical and clinical sciences,2024-07-10
b0ba4f1de940d3fd55eb81ca0421b55e,450403,Aboriginal and Torres Strait Islander child health and wellbeing,2024-07-10
7ee576a9abb1f3eb45711c86dca077ad,450404,Aboriginal and Torres Strait Islander cultural determinants of health,2024-07-10
1d9afff7d7a64a07fff1276212e0cbbe,450405,Aboriginal and Torres Strait Islander diet and nutrition,2024-07-10
92ca64a03b4db03b2ce8cf18ad6910f9,450406,Aboriginal and Torres Strait Islander epidemiology,2024-07-10
b0224487031005a7276adfc250b0a2a0,450407,Aboriginal and Torres Strait Islander health policy,2024-07-10
c4a80bc50f747a96343341ccf53d2a9b,450408,Aboriginal and Torres Strait Islander health promotion,2024-07-10
a0126c9f00f6e11967664512ac8b6e3b,450409,Aboriginal and Torres Strait Islander health services,2024-07-10
b6b657c95cf1258601aa32a96e2aec8a,450410,Aboriginal and Torres Strait Islander lifecourse,2024-07-10
c26c138dd6969f3b23d164cc061298a6,450411,Aboriginal and Torres Strait Islander medicine and treatments,2024-07-10
99a4187eda607fc782da5b1f0fc6579b,450412,Aboriginal and Torres Strait Islander men’s health and wellbeing,2024-07-10
9cf242ad857efb76ec02041842683c37,450413,Aboriginal and Torres Strait Islander midwifery and paediatrics,2024-07-10
dd990f26e4c913fc3b466e7ad99ba578,450414,Aboriginal and Torres Strait Islander mothers and babies health and wellbeing,2024-07-10
8cc73c1d5fe3f1fd4596b60f807d597f,450415,Aboriginal and Torres Strait Islander nursing,2024-07-10
69f358233c8e3df4eee33febddcee2b5,450416,Aboriginal and Torres Strait Islander psychology,2024-07-10
e6bf7bf23a1852b9309675c7f41e675c,450417,Aboriginal and Torres Strait Islander public health and wellbeing,2024-07-10
af79f71ee01b574f895496a84b8507a5,450418,Aboriginal and Torres Strait Islander remote health,2024-07-10
90e3b38745f6a542bd1dac628f622015,450419,Aboriginal and Torres Strait Islander social determinants of health,2024-07-10
045293e37bd0766b69187cf739e47156,450420,"Aboriginal and Torres Strait Islander social, emotional, cultural and spiritual wellbeing",2024-07-10
2a680a80b3319053c0709c93e6ba9989,450421,Aboriginal and Torres Strait Islander sport and physical activity,2024-07-10
9469d6bcd68c05f61ec775769ed024da,450422,Aboriginal and Torres Strait Islander theory of change models for health,2024-07-10
705f095923309e65e2b5f05e0bd5bcb4,450423,Aboriginal and Torres Strait Islander youth and family social and emotional wellbeing,2024-07-10
e031333a68889ba2d9601ad0c30a51de,450499,Aboriginal and Torres Strait Islander health and wellbeing not elsewhere classified,2024-07-10
e4cd1175d85bef0786e1d82a255f212f,450501,Aboriginal and Torres Strait Islander accounting,2024-07-10
d9b545c7ce73410f8c9f4f7bbd429717,450502,Aboriginal and Torres Strait Islander anthropology,2024-07-10
8ccc801ac019abb35560278ccb04838c,450503,Aboriginal and Torres Strait Islander architecture,2024-07-10
1fbebd87ab775d7f515ac3aec7ca1892,450504,Aboriginal and Torres Strait Islander commerce,2024-07-10
d88670481737b727c6dedc2cd9f8eafd,450505,Aboriginal and Torres Strait Islander community and regional development,2024-07-10
945012cff7dae0019288802bd732fb6e,450506,Aboriginal and Torres Strait Islander community governance and decision making,2024-07-10
6357ee0478855ed25db581b02f6894eb,450507,Aboriginal and Torres Strait Islander community-based research,2024-07-10
3a1c16858fcc6828ae86ac2bdd7afa5d,450508,Aboriginal and Torres Strait Islander criminology,2024-07-10
8c9986e4faec64375374bf222009680e,450509,Aboriginal and Torres Strait Islander customary law,2024-07-10
5fe3e80b6cf1568db2dec7abdd001b0a,450510,Aboriginal and Torres Strait Islander design practice and management,2024-07-10
5f93a453145deaafa6bb4473d4d986d2,450511,Aboriginal and Torres Strait Islander economics,2024-07-10
92087c7663418ea6f87f6ad871082c60,450512,Aboriginal and Torres Strait Islander finance,2024-07-10
bc69bdf0d9c626d6403fdca2f81b9564,450513,Aboriginal and Torres Strait Islander human geography and demography,2024-07-10
9418467e632aedc3b699a771eddef8e7,450514,Aboriginal and Torres Strait Islander legislation,2024-07-10
aacc6e182746323be80a098a45074ef0,450515,Aboriginal and Torres Strait Islander management,2024-07-10
7b7328cea41c7ec5ec8645db7c10a93c,450516,Aboriginal and Torres Strait Islander marketing,2024-07-10
e01aef3b9713c649cd0da964e061e36a,450517,Aboriginal and Torres Strait Islander not-for-profit social enterprises,2024-07-10
118cccf030f1252086fba169daf96260,450518,Aboriginal and Torres Strait Islander peoples and the law,2024-07-10
875df04ff73bda02d1b812ef3128b09d,450519,Aboriginal and Torres Strait Islander perspectives,2024-07-10
85208fb0134ec468aa5ef50736c1b5b6,450520,Aboriginal and Torres Strait Islander political participation and representation,2024-07-10
7d9a4e5ec45431cbc03973f35fe2d1ac,450521,Aboriginal and Torres Strait Islander politics,2024-07-10
fa0e5899b908fc0c75fdee10f33c86fd,450522,Aboriginal and Torres Strait Islander social impact and program evaluation,2024-07-10
a2b4cff0f91e1f117e308408ba1d0c15,450523,Aboriginal and Torres Strait Islander social work and social justice,2024-07-10
008846b8dd10c690370641e80b713f00,450524,Aboriginal and Torres Strait Islander sociological studies,2024-07-10
a771afb79643018704e54b775a2d22e8,450525,Aboriginal and Torres Strait Islander sociology,2024-07-10
